,all_virus_meta_GSE79172_MERS_MDC001_3_24,all_virus_meta_GSE79218_MERS_MMVE001_12_48,all_virus_mock_meta_GSE79218_MERS_MMVE001_24_36,all_virus_mock_meta_GSE68820_SARS_lung_wt_4_7,all_virus_mock_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_2_7,all_virus_mock_meta_GSE79218_MERS_MMVE001_12_48,all_virus_meta_GSE79218_MERS_MMVE001_24_36,all_virus_meta_GSE79172_MERS_MDC001_0_24,all_virus_meta_GSE79172_MERS_MDC001_0_12,all_virus_meta_GSE68820_SARS_lung_TLR3_2_4,all_virus_meta_GSE68820_SARS_lung_wt_4_7,all_virus_meta_GSE79218_MERS_MMVE001_0_48
TMEM144,2.243881025,-2.66537358,-1.321780904,-1.306353915,1.464901035,1.182044496,0,-1.321780904,0,0,1.464901035,-1.306353915,-2.876435884
TMEM145,0,-1.671232507,0,0,0,0,0,0,0,-1.564016209,0,0,-1.683596326
TMEM146,0,-1.110127699,0,0,0,0,-1.110127699,0,0,0,0,0,-1.241850118
TMEM147,0,1.386544648,0,0,0,-1.111363198,1.386544648,1.354885646,0,0,0,0,2.94861452
TMEM14A,-1.356001073,1.465369117,0,-1.162630559,2.815687541,2.749922729,0,0,-1.461587941,0,2.815687541,-1.162630559,1.30065352
TMEM14B,0,1.852634348,1.36374573,0,0,0,0,1.36374573,0,0,0,0,-1.32992901
TMEM14C,1.347638907,1.318462218,1.381584455,1.121477279,1.211198105,1.179973772,0,1.381584455,1.410385701,1.282515983,1.211198105,1.121477279,-1.512557594
TMEM14E,0,0,0,0,0,0,0,0,0,0,0,0,-1.33634685
TMEM150A,-1.516611532,-2.506749968,0,-1.163919332,1.874716102,1.470348839,0,0,0,0,1.874716102,-1.163919332,0
TMEM150B,0,-1.171694584,0,0,0,1.6125064,-1.171694584,0,0,0,0,0,-1.837257542
TMEM150C,0,-2.340561217,0,0,1.70631019,1.504984427,0,0,0,1.361579969,1.70631019,0,-1.221196787
TMEM151A,0,-3.782358673,-1.765288782,-1.263342752,0,-1.191888208,-3.782358673,-1.765288782,0,0,0,-1.263342752,1.205748717
TMEM151B,0,-1.069764452,-1.144515854,0,0,0,-1.069764452,-1.144515854,0,0,0,0,-1.283229449
TMEM154,1.637221113,1.495633485,0,0,0,2.008586759,0,0,1.584989161,1.350933633,0,0,2.027260568
TMEM155,0,0,0,0,0,0,0,0,0,1.152504971,0,0,0
TMEM156,2.350373718,1.547364964,0,0,0,0,1.547364964,0,2.498472219,2.41736779,0,0,1.427125957
TMEM158,-7.247994272,2.445499081,1.772652589,0,0,0,0,1.772652589,-5.175339102,-1.254255577,0,0,1.530397355
TMEM159,-1.360029633,2.713270361,0,-1.131558129,0,0,0,0,0,1.296143081,0,-1.131558129,2.633467018
TMEM160,0,2.240683788,0,0,0,-1.128367422,2.240683788,1.5314029,0,-1.314487813,0,0,1.324386509
TMEM161A,0,0,0,0,0,0,0,0,0,0,0,0,-1.718595683
TMEM161B,0,-1.812730724,0,0,-1.336487146,-1.297609494,-1.812730724,-1.403813897,-1.281450725,0,-1.336487146,0,0
TMEM163,0,1.673643007,0,1.285189525,0,1.256661491,0,0,0,0,0,1.285189525,1.576889561
TMEM164,0,-1.528736234,-1.224812313,0,0,1.182281676,-1.528736234,-1.224812313,0,0,0,0,-1.155212492
TMEM165,0,1.792628394,1.171419453,0,0,1.113487827,1.792628394,1.171419453,0,0,0,0,1.750131008
TMEM167A,0,2.846475682,0,0,0,0,2.846475682,1.429912926,-1.294263821,0,0,0,1.46706668
TMEM167B,0,1.307409247,0,-1.152342644,-1.272806641,-1.545498443,1.307409247,0,0,0,-1.272806641,-1.152342644,0
TMEM168,0,0,0,-1.110320043,-1.162984764,-1.269467858,0,0,0,1.244106987,-1.162984764,-1.110320043,0
TMEM169,0,-1.217726766,0,0,0,0,-1.217726766,0,1.336056884,1.287269218,0,0,1.114728005
TMEM17,0,0,0,-1.292793672,0,-1.244557735,0,0,0,0,0,-1.292793672,-1.171071283
TMEM170A,0,1.377141818,1.125675872,0,0,0,1.377141818,1.125675872,-1.233637774,-1.106893128,0,0,0
TMEM170B,0,-1.277721331,-1.16079013,0,0,0,-1.277721331,-1.16079013,0,1.317372221,0,0,-1.836878836
TMEM171,0,2.781402521,1.507675974,-1.491908368,-3.204572962,-5.169926019,2.781402521,1.507675974,-1.542673262,-1.353841922,-3.204572962,-1.491908368,3.861601449
TMEM173,1.589923423,-1.479249621,0,1.304434307,-1.318094947,0,0,-1.282652394,1.950819858,0,-1.318094947,1.304434307,-1.477712365
TMEM174,0,-1.262768775,0,1.354884711,0,1.198892107,-1.262768775,0,0,-1.1140926,0,1.354884711,-1.711542473
TMEM175,1.514016981,-2.758351984,0,0,0,1.219841473,0,-1.41733127,1.149839088,0,0,0,-1.932915464
TMEM176A,1.465494443,-1.234536565,0,-1.206098398,1.308959952,-1.284784814,0,0,1.647235868,1.210768269,1.308959952,-1.206098398,-1.44722643
TMEM176B,1.319020872,-1.287793977,0,0,1.169401994,-1.301770549,-1.287793977,0,1.528994644,1.189450999,1.169401994,0,-1.725097786
TMEM177,0,1.366335451,1.18901164,0,0,0,0,1.18901164,0,0,0,0,1.437498083
TMEM178,0,-1.11454777,0,0,0,0,-1.11454777,0,0,0,0,0,0
TMEM179,1.375115442,0,0,0,0,0,0,0,0,0,0,0,-1.456243036
TMEM179B,0,1.428199399,1.212479662,0,-1.330149655,-1.26424413,1.428199399,1.212479662,0,-1.295860124,-1.330149655,0,1.279237243
TMEM18,0,0,0,0,0,1.177971238,0,0,0,0,0,0,-1.183279759
TMEM180,1.256932988,1.480613972,0,0,1.223985224,1.210498146,1.480613972,1.415452804,1.270446066,0,1.223985224,0,1.229086502
TMEM181,0,-1.521202388,0,0,0,0,0,-1.441030865,0,1.476223944,0,0,0
TMEM182,1.916573536,-1.472930549,-1.091941418,0,-1.620380137,0,0,-1.091941418,1.570786762,1.607820122,-1.620380137,0,0
TMEM183A,0,0,0,0,0,-1.283752877,0,0,0,0,0,0,0
TMEM183B,0,2.006106665,0,0,0,0,0,1.409664174,0,0,0,0,1.705400022
TMEM184A,1.35149832,0,0,-1.314983993,0,-1.437372166,0,0,0,0,0,-1.314983993,0
TMEM184B,0,0,0,0,0,-1.244013894,0,-1.196668405,0,1.186033571,0,0,-1.414908802
TMEM184C,0,1.656405977,0,0,1.604846563,1.615066416,1.656405977,0,0,0,1.604846563,0,1.27437668
TMEM185A,0,-1.222920705,0,0,0,0,-1.222920705,0,0,0,0,0,0
TMEM185B,0,0,-1.228078792,-1.269574913,0,-1.420551986,0,-1.228078792,-1.382009829,-1.265446188,0,-1.269574913,-1.563999872
TMEM186,0,2.635818246,0,0,0,1.132082619,2.635818246,1.462904417,1.890016428,2.04996512,0,0,1.47201723
TMEM187,1.813159728,-1.400277588,-1.448528408,0,0,0,0,-1.448528408,1.86517363,1.656243413,0,0,-2.3997649
TMEM188,0,-1.397422178,-1.189604788,0,0,0,-1.397422178,-1.189604788,1.375902935,1.540199269,0,0,1.512743678
TMEM189,0,-1.231710892,-1.51595919,0,0,0,-1.231710892,-1.51595919,0,0,0,0,1.211606166
TMEM19,1.229432845,1.433752497,1.454731839,0,1.237448102,1.214341172,1.433752497,1.454731839,0,0,1.237448102,0,-1.342681826
TMEM190,0,-1.69260063,0,0,0,0,-1.69260063,0,0,0,0,0,-1.413343054
TMEM191A,1.931307117,1.452825381,0,0,0,0,1.452825381,0,1.428950508,1.16445406,0,0,1.318901254
TMEM191B,0,-1.265496104,0,0,0,0,-1.265496104,0,0,-1.193738929,0,0,-1.616789889
TMEM191C,0,0,0,1.248391965,1.660646572,2.507661863,0,0,0,0,1.660646572,1.248391965,0
TMEM192,-1.294254104,-1.85871163,0,1.212881811,-1.383910215,-1.168445143,-1.85871163,-1.459819585,-1.450817018,0,-1.383910215,1.212881811,-1.408183399
TMEM194A,-1.652786964,1.402494917,1.565615178,0,0,0,0,1.565615178,-1.543230469,-1.523127414,0,0,0
TMEM194B,0,0,1.147807211,1.153484583,1.381063045,1.979902523,0,1.147807211,1.244456665,1.153676494,1.381063045,1.153484583,0
TMEM196,0,1.037780216,0,0,0,0,1.037780216,0,0,0,0,0,0
TMEM198,0,-1.209451975,0,1.166752271,0,0,-1.209451975,0,0,1.352287466,0,1.166752271,-2.46256712
TMEM198B,0,0,0,0,0,-1.105010706,0,0,0,0,0,0,0
TMEM199,-1.240209424,1.398102168,0,0,0,-1.194766562,1.398102168,0,-1.270133277,0,0,0,1.739193882
TMEM2,-1.265391732,1.463452341,0,0,0,1.116851917,1.463452341,0,-1.405261,-1.411332523,0,0,-1.803649582
TMEM200A,-1.950055253,2.426276095,1.581578468,-1.209698141,1.640039318,1.42478233,2.426276095,1.581578468,-1.501077048,-1.172912963,1.640039318,-1.209698141,2.288664564
TMEM200B,0,1.369647865,-1.448234875,0,0,0,1.369647865,-1.448234875,0,0,0,0,1.522342563
TMEM200C,0,0,0,0,0,0,0,0,1.391428415,1.26934925,0,0,0
TMEM201,-1.175435156,-1.507524936,0,0,0,1.194320935,0,0,0,0,0,0,-1.186039819
TMEM202,0,1.071066332,0,-1.29916001,0,-1.711659237,1.071066332,0,0,0,0,-1.29916001,0
TMEM203,1.292795902,1.649494959,1.475795329,0,0,1.071760683,1.649494959,1.475795329,1.319205308,1.226622732,0,0,1.510109108
TMEM204,0,-2.502573765,0,0,0,0,0,0,0,0,0,0,-2.015572911
TMEM205,1.601586426,-1.355605545,0,-1.145339701,0,-1.070566575,-1.355605545,0,1.53876724,0,0,-1.145339701,-1.865463618
TMEM206,0,1.860119823,0,0,1.225301392,1.457924745,1.860119823,1.592382794,0,0,1.225301392,0,1.702870647
TMEM208,-1.232737408,1.146476777,0,0,0,-1.126001826,0,0,-1.335518932,-1.313231429,0,0,1.249812391
TMEM209,1.241967739,0,0,0,-1.241216948,-1.349421881,0,0,0,0,-1.241216948,0,0
TMEM210,0,0,0,0,0,1.237846215,0,0,0,0,0,0,0
TMEM211,2.606954328,-1.611473215,0,0,0,0,0,0,0,0,0,0,0
TMEM212,0,-1.178651504,0,0,0,1.098620869,-1.178651504,0,0,0,0,0,1.172746563
TMEM213,0,0,1.054071598,0,0,-2.48709188,0,1.054071598,0,0,0,0,0
TMEM214,0,1.329057594,-1.220983638,0,0,-1.288016672,1.329057594,-1.220983638,0,0,0,0,0
TMEM215,0,0,0,0,0,0,0,0,0,1.121153155,0,0,-1.077627606
TMEM216,0,-1.32807357,-1.170672427,0,0,0,-1.32807357,-1.170672427,0,0,0,0,1.152805577
TMEM217,-1.366686684,2.34593377,1.184033058,0,0,0,2.34593377,1.184033058,-1.45053183,-1.595816747,0,0,1.440285649
TMEM218,1.341205909,1.650819089,1.261281105,0,1.617083549,1.347645589,0,1.261281105,0,1.38584661,1.617083549,0,0
TMEM219,1.481818628,1.210108272,0,0,-1.633936564,-1.711041196,1.210108272,1.250144827,0,0,-1.633936564,0,-1.178373724
TMEM22,-1.507552896,1.25057908,1.286553221,0,0,0,1.25057908,1.286553221,0,0,0,0,0
TMEM220,0,-1.088593135,0,0,1.412315731,1.258219343,-1.088593135,0,0,0,1.412315731,0,0
TMEM221,1.507999159,-1.394018625,-1.301102325,-1.243742248,0,0,-1.394018625,-1.301102325,1.467484965,1.409514422,0,-1.243742248,-1.75342567
TMEM222,0,0,-1.154389441,0,0,-1.069116739,0,-1.154389441,0,-1.134287255,0,0,1.303222008
TMEM223,1.4244572,0,0,0,1.201649332,1.198572274,0,0,0,0,1.201649332,0,2.245590395
TMEM225,0,0,0,0,-1.437714627,-1.261407311,0,0,0,0,-1.437714627,0,0
TMEM229A,0,-1.199365619,0,0,0,0,-1.199365619,0,0,0,0,0,-1.268564162
TMEM229B,1.270689037,-1.297829035,0,1.221334928,0,1.178011333,-1.297829035,0,0,0,0,1.221334928,-1.470690721
TMEM231,0,1.149375424,0,-1.200964521,1.295841844,1.179152737,1.149375424,0,0,0,1.295841844,-1.200964521,1.168914979
TMEM232,0,-1.086650326,0,0,0,0,-1.086650326,0,0,1.169701717,0,0,-1.278178243
TMEM233,0,0,0,0,0,0,0,0,0,0,0,0,3.534846734
TMEM234,0,1.137797401,1.173037724,0,0,0,1.137797401,1.173037724,0,-1.185870364,0,0,0
TMEM235,0,-2.779523973,0,0,0,0,-2.779523973,-1.338494357,0,0,0,0,-1.508537849
TMEM236,0,2.408353204,0,0,0,0,2.408353204,0,-1.27119537,-1.329172083,0,0,2.684172476
TMEM237,0,1.357946287,1.331172027,0,0,0,0,1.331172027,0,0,0,0,1.208917057
TMEM238,0,-2.50074785,0,0,0,0,-2.50074785,-1.587304587,0,-1.693721453,0,0,0
TMEM239,2.187359347,-8.025287554,0,0,0,0,-8.025287554,0,2.151698463,-1.20962126,0,0,7.355977329
TMEM25,0,-1.134399922,0,0,0,1.492344202,-1.134399922,0,0,-1.185021528,0,0,0
TMEM26,1.744815397,0,0,0,0,-1.266860381,0,0,0,0,0,0,0
TMEM27,0,-1.397196681,0,0,0,0,-1.397196681,-1.132234039,0,-1.207573177,0,0,-1.825537374
TMEM30A,0,-1.209036264,0,-1.157449792,0,-1.168561266,-1.209036264,0,0,1.524508863,0,-1.157449792,-1.591063904
TMEM30B,0,0,0,-1.190112451,0,-1.073994439,0,0,0,-1.278490399,0,-1.190112451,-1.333565212
TMEM30C,0,-1.080151145,0,0,0,0,-1.080151145,0,0,0,0,0,0
TMEM31,0,-1.355716026,0,0,0,0,-1.355716026,0,0,0,0,0,0
TMEM33,-1.313460016,2.21866464,0,-1.135630126,0,-1.365905215,2.21866464,0,0,1.306641607,0,-1.135630126,1.334594044
TMEM35,-1.290161335,0,0,-1.332188264,2.698097738,3.043223977,0,0,0,0,2.698097738,-1.332188264,-1.688500312
TMEM37,1.328020141,0,0,-1.322052333,-1.695556803,-3.790507903,0,0,0,0,-1.695556803,-1.322052333,0
TMEM38A,0,0,1.028972532,0,1.493387777,1.438381189,0,1.028972532,0,0,1.493387777,0,-1.266408053
TMEM38B,-1.76346168,0,0,-1.273926025,0,-1.692030166,0,0,0,0,0,-1.273926025,1.473805028
TMEM39A,0,1.188431719,0,0,0,-1.444349237,1.188431719,0,0,1.376849151,0,0,1.483422159
TMEM39B,0,0,-1.154594029,0,0,0,0,-1.154594029,-1.358191813,-1.329843609,0,0,1.908993106
TMEM40,0,-1.436169733,0,-1.617827058,-1.691280303,-2.399818482,-1.436169733,0,0,0,-1.691280303,-1.617827058,-1.658842903
TMEM41A,0,1.372920088,0,0,0,0,1.372920088,0,0,0,0,0,1.331500261
TMEM41B,0,0,-1.135533942,-1.094057463,0,-1.204661208,0,-1.135533942,0,0,0,-1.094057463,0
TMEM42,2.011583565,-1.513417179,-1.659078384,0,0,1.176255579,0,-1.659078384,1.908979262,1.547372683,0,0,-1.456602907
TMEM43,-1.333822809,2.229783115,1.188429295,-1.21732121,0,-1.421170333,0,1.188429295,-1.479185089,-1.322738148,0,-1.21732121,2.055275243
TMEM44,-1.221513406,1.206038732,0,-1.190907198,0,-1.102782828,0,0,0,0,0,-1.190907198,-1.218218255
TMEM45A,0,0,-1.263693426,-1.542825674,0,-1.759479366,0,-1.263693426,0,0,0,-1.542825674,-2.019920163
TMEM45B,1.675959827,-1.535659538,0,0,0,2.144632237,0,0,0,0,0,0,-1.152427551
TMEM47,0,4.261809325,1.904397734,-1.339109953,1.189649434,0,4.261809325,1.904397734,0,0,1.189649434,-1.339109953,2.993224374
TMEM48,1.50279156,2.515667517,1.245068299,0,1.777320985,1.667757628,0,1.245068299,1.520672353,1.287501197,1.777320985,0,2.209710456
TMEM5,0,1.179184687,1.184834804,-1.137203822,0,-1.453300292,1.179184687,1.184834804,0,1.25117241,0,-1.137203822,2.000819258
TMEM50A,-1.525158735,1.875165533,1.798196144,0,0,0,1.875165533,1.798196144,0,-1.197145726,0,0,-1.311804158
TMEM50B,0,1.099714102,1.126025287,1.162497701,1.577416557,1.843346041,1.099714102,1.126025287,0,0,1.577416557,1.162497701,-1.243735205
TMEM51,0,-1.613101274,-1.512087921,1.14095299,0,0,-1.613101274,-1.512087921,-1.249338136,-1.407037359,0,1.14095299,-1.304091479
TMEM52,0,1.334349426,0,1.30993469,0,0,1.334349426,0,-1.243637261,-1.284228771,0,1.30993469,1.312996908
TMEM53,0,-1.195441787,0,-1.243236757,1.223581039,-1.352799015,-1.195441787,0,0,1.145120602,1.223581039,-1.243236757,-1.305392151
TMEM54,-1.449378257,1.319254562,0,-1.501517091,1.538376224,-1.326644243,0,0,-1.33009591,-1.282243997,1.538376224,-1.501517091,-1.302139986
TMEM55A,0,-2.606295383,-1.293357586,-1.148151475,0,-1.057796284,-2.606295383,-1.293357586,0,0,0,-1.148151475,-1.460127279
TMEM55B,0,-1.405898632,0,0,0,0,0,-1.224646787,0,-1.28672899,0,0,1.209732167
TMEM56,0,1.059335098,0,0,1.307203489,0,1.059335098,0,0,0,1.307203489,0,1.038049466
TMEM57,-1.202707261,1.345589145,0,0,0,1.245125679,1.345589145,0,-1.233196731,-1.289028399,0,0,-1.32098107
TMEM59,0,1.067352721,1.121492972,0,0,1.252233368,1.067352721,1.121492972,0,0,0,0,-1.391757545
TMEM59L,0,-2.363882714,0,0,1.421409317,1.283156802,-2.363882714,0,0,0,1.421409317,0,0
TMEM60,0,1.27736382,0,0,0,-1.172639969,1.27736382,0,0,0,0,0,0
TMEM61,1.352392669,-1.191032105,0,0,0,0,-1.191032105,0,1.330082042,1.279666308,0,0,0
TMEM62,1.230598663,1.328797888,1.209868732,0,0,-1.510509368,1.328797888,1.209868732,0,0,0,0,1.365225271
TMEM63A,0,1.169166228,0,0,0,-1.174066695,1.169166228,0,1.210376576,1.170960721,0,0,0
TMEM63B,0,1.277068651,0,0,1.364004172,1.273137734,0,0,0,0,1.364004172,0,0
TMEM63C,0,-1.530548763,-1.642127541,0,0,0,-1.530548763,-1.642127541,0,-1.396638147,0,0,1.265447788
TMEM64,-1.542273142,1.296992991,0,0,1.67671517,1.741537309,1.296992991,0,-1.539413417,0,1.67671517,0,1.432637149
TMEM65,-1.584716304,-2.012087175,0,0,0,-1.182467478,-2.012087175,0,0,0,0,0,-1.719679774
TMEM66,0,-1.275177619,0,-1.311906784,0,-1.418772123,-1.275177619,-1.361734008,0,0,0,-1.311906784,-2.647043165
TMEM67,0,0,0,-1.315119135,-1.825632623,-1.844602549,0,0,0,0,-1.825632623,-1.315119135,0
TMEM68,0,0,0,0,0,-1.179897254,0,0,0,1.46630715,0,0,1.395883585
TMEM69,0,2.96204184,1.969974775,0,0,-1.172989558,0,1.969974775,0,0,0,0,1.349939736
TMEM70,0,0,0,0,0,-1.136728042,0,0,0,0,0,0,0
TMEM71,1.687635043,-1.184197399,0,1.206427176,-1.255228788,1.218756844,-1.184197399,0,1.557781033,0,-1.255228788,1.206427176,-1.320256522
TMEM72,1.710200828,-1.620292819,0,0,0,0,-1.620292819,0,0,0,0,0,0
TMEM72-AS1,0,0,0,0,0,0,0,0,1.322443743,1.268313619,0,0,0
TMEM74,0,1.187382191,0,0,0,0,1.187382191,0,0,0,0,0,1.239128388
TMEM79,1.236333009,1.195695694,-1.113394431,0,0,-1.237447785,1.195695694,-1.113394431,1.848599208,1.683030524,0,0,1.959782095
TMEM80,1.433829144,-2.161010087,-1.316700063,-1.178324734,0,0,-2.161010087,-1.316700063,1.276702059,1.090194516,0,-1.178324734,-2.798856743
TMEM81,0,1.302195455,0,0,0,1.127467551,1.302195455,0,1.281979322,1.318188938,0,0,1.389141906
TMEM82,0,-4.077439625,0,-1.198005783,0,-1.439619932,0,-1.98487111,0,0,0,-1.198005783,-2.075355524
TMEM85,0,1.807349829,1.526175024,0,0,0,1.807349829,1.526175024,0,1.135650742,0,0,1.176242292
TMEM86A,1.97204543,-1.892201859,0,0,0,1.261257728,0,-1.168532583,1.653088253,1.190305191,0,0,-3.970669766
TMEM86B,2.063678271,0,-2.694746872,1.386919473,0,1.594066468,0,-2.694746872,-1.621448849,-2.657130623,0,1.386919473,0
TMEM87A,-1.337410986,0,0,0,0,-1.284932577,0,0,0,0,0,0,0
TMEM87B,0,0,0,-1.194598123,-1.381256632,-1.784860597,0,-1.125684601,-1.216386632,0,-1.381256632,-1.194598123,0
TMEM88,-1.975469552,-1.956144796,-1.362063834,0,1.591065439,1.278252088,-1.956144796,-1.362063834,-6.542269886,-4.875606409,1.591065439,0,0
TMEM88B,0,-2.048837263,-1.339495184,0,0,0,-2.048837263,-1.339495184,0,-1.440115864,0,0,0
TMEM89,-1.337359852,-1.138985997,0,0,1.309640317,1.172831651,-1.138985997,0,-2.035232979,-1.976827667,1.309640317,1.577176716,1.100460486
TMEM8A,0,-1.460058109,0,0,0,0,-1.460058109,0,1.291282988,0,0,0,0
TMEM8C,0,-2.317187278,0,1.482796167,-1.885274254,-1.910182031,0,0,0,0,-1.885274254,1.482796167,-1.438721372
TMEM9,0,-1.145855368,0,0,1.232478134,0,0,0,0,0,1.232478134,0,-1.205538783
TMEM91,1.900887244,1.320627417,0,0,0,1.406813211,1.320627417,0,1.686234295,0,0,0,1.359549378
TMEM92,0,0,0,0,0,0,0,0,0,0,0,0,-1.131494991
TMEM93,0,2.724838895,0,0,0,0,2.724838895,0,0,0,0,0,1.40991298
TMEM95,0,-1.084080664,0,0,0,-1.500407075,-1.084080664,0,0,0,0,0,0
TMEM97,-1.279989293,4.589487868,0,1.154466561,1.335181695,1.362614233,4.589487868,1.873928639,-1.430403641,-1.514665046,1.335181695,1.154466561,4.70766227
TMEM98,0,-1.385666357,1.297759391,0,1.55382944,1.552073572,-1.385666357,1.297759391,0,0,1.55382944,0,-1.876036311
TMEM99,0,-1.076631578,0,0,0,0,-1.076631578,-1.140027706,0,0,0,0,0
TMEM9B,0,0,0,0,0,-1.129162671,0,0,0,0,0,0,-1.949592458
TMF1,0,0,-1.4294044,0,0,-1.108201632,0,-1.4294044,0,0,0,0,-1.649949369
TMIE,0,-1.917194538,-2.031410021,0,1.573915099,1.871399699,0,-2.031410021,0,0,1.573915099,0,1.849706759
TMIGD2,0,-1.389684337,-1.172736879,0,0,0,-1.389684337,-1.172736879,-1.404654875,-1.451973681,0,0,0
TMLHE,1.294872622,0,0,0,1.478512862,1.247817109,0,0,1.371417582,1.425030338,1.478512862,0,0
TMOD1,0,0,0,0,-1.377853484,-2.158882925,0,0,0,0,-1.377853484,0,-1.31588648
TMOD2,0,-1.303019997,0,0,0,0,0,0,0,1.34318244,0,0,-1.813734891
TMOD3,-1.231521215,2.149900399,1.277193553,0,0,-1.184514149,2.149900399,1.277193553,0,1.310311659,0,0,0
TMOD4,1.355492205,0,0,0,0,1.229258362,0,0,1.727089881,1.758638054,0,0,0
TMPO,0,2.724528414,1.814875129,1.213115127,0,1.397051591,2.724528414,1.814875129,0,1.247429541,0,1.213115127,2.510732012
TMPPE,-1.277775433,-1.241766728,-1.438454323,1.133951571,0,1.33048474,0,-1.438454323,-1.515421154,-1.41894939,0,1.133951571,0
TMPRSS11A,0,0,1.036391213,0,0,0,0,1.036391213,0,0,0,0,-1.038099414
TMPRSS11D,0,0,1.017746362,0,0,0,0,1.017746362,0,0,0,0,0
TMPRSS11F,0,0,0,0,0,0,0,0,0,-1.132889656,0,0,0
TMPRSS12,0,1.089007155,1.222065906,0,0,0,1.089007155,1.222065906,0,0,0,0,1.160162099
TMPRSS13,0,0,0,1.402486873,0,2.135225765,0,0,0,0,0,1.402486873,-1.282170469
TMPRSS15,0,-1.025872528,-1.070641403,0,0,0,-1.025872528,-1.070641403,0,0,0,0,-1.049627442
TMPRSS2,0,1.161644625,0,-1.267811417,1.774841418,1.329210724,1.161644625,0,0,0,1.774841418,-1.267811417,0
TMPRSS3,0,0,0,0,0,-1.304675031,0,0,0,0,0,0,0
TMPRSS4,-1.402203449,-1.167221639,0,0,0,-1.137371822,-1.167221639,0,0,0,0,0,-1.237676367
TMPRSS5,0,0,1.04729395,-1.24763084,2.516171773,2.095285096,0,1.04729395,0,0,2.516171773,-1.24763084,0
TMPRSS6,0,-1.270587762,0,1.54887561,0,1.363305358,-1.270587762,0,-1.305691896,-1.229413028,0,1.54887561,-1.884644282
TMPRSS9,0,-1.373387514,0,0,0,0,-1.373387514,0,0,0,0,0,1.206375282
TMSB10,0,3.63717664,0,1.163653191,-1.462781881,-1.104365907,3.63717664,2.929471852,0,0,-1.462781881,1.163653191,1.387106535
TMSB15A,-1.249826775,1.555405178,0,-2.58677623,0,-1.375483282,1.555405178,1.152153136,0,0,0,-2.58677623,1.356793783
TMSB15B,0,-3.110252537,-1.734779821,0,0,0,-3.110252537,-1.734779821,1.310899855,1.181638254,0,0,-2.558096101
TMSB4X,0,-1.367030954,0,0,0,1.232338029,0,0,0,0,0,0,-1.27431627
TMSB4Y,0,-1.127416483,0,0,0,0,0,0,0,0,0,0,0
TMTC1,0,-1.515242289,-1.221657712,0,0,0,0,-1.221657712,-1.271659107,-1.23970413,0,0,-3.679738116
TMTC2,3.376289806,-1.36686522,-1.582816311,0,1.216220017,0,-1.36686522,-1.582816311,2.271463196,1.747687228,1.216220017,-1.315478098,-2.984047467
TMTC3,-1.306990029,1.512622896,1.28529172,-1.22856651,0,-1.413615986,1.512622896,1.28529172,0,1.368773725,0,-1.22856651,0
TMTC4,1.439991368,0,1.3494064,-1.167492469,1.285105598,1.15212228,0,1.3494064,1.367062983,1.589435002,1.285105598,-1.167492469,-1.726838265
TMUB1,0,-1.208222584,0,1.12583081,-1.234906879,0,-1.208222584,0,0,-1.205319071,-1.234906879,1.12583081,-1.571319371
TMUB2,0,0,0,0,0,-1.101869237,0,0,0,0,0,0,1.224788953
TMX1,0,1.35413316,1.396474959,0,0,-1.108145551,0,1.396474959,0,0,0,0,1.074684029
TMX2,0,1.488160346,0,0,1.259063378,0,1.488160346,1.330996522,-1.475156274,-1.362100143,1.259063378,0,2.402925669
TMX3,0,0,0,-1.141468091,0,-1.107889302,0,0,0,1.202868937,0,-1.141468091,-1.56843641
TMX4,0,0,0,0,0,1.116237986,0,0,0,-1.198998939,0,0,-1.343625805
TNAP,0,-1.355739473,0,0,0,0,-1.355739473,0,-1.388214795,-1.226617351,0,0,-1.423108461
TNC,0,-1.443637527,0,-1.535504166,2.595299597,-1.261779087,0,0,0,0,2.595299597,-1.535504166,0
TNF,-6.369211745,0,0,0,-3.577602586,-2.86091233,0,0,-18.7852849,-8.547798013,-3.577602586,0,-1.203162764
TNFAIP1,-1.272876508,-1.612144655,-1.389839218,0,0,-1.11594358,-1.612144655,-1.389839218,0,0,0,-1.23511316,-2.11454178
TNFAIP2,0,-4.775595755,-1.787852953,0,-2.403618321,-2.639713194,-4.775595755,-1.787852953,1.420464236,1.602305245,-2.403618321,0,1.448263096
TNFAIP3,-1.280227823,-1.216376311,0,0,-3.167496727,-2.242260387,0,0,-1.72420032,-1.211678036,-3.167496727,0,1.562054408
TNFAIP6,-1.652769559,1.364807807,0,-1.599008605,-2.539233849,-4.869505545,0,0,0,0,-2.539233849,-1.599008605,1.245832003
TNFAIP8,-1.365819597,1.424714015,0,0,0,1.170068091,0,1.2810219,-1.573163385,-1.275643455,0,0,0
TNFAIP8L1,0,-2.430399521,0,1.557595617,1.552517503,2.661197478,-2.430399521,0,0,0,1.552517503,1.557595617,-2.791051769
TNFAIP8L2,1.621265378,-1.45958573,1.123056353,1.349646363,-1.234635448,1.368733981,0,1.123056353,1.416672094,1.300715448,-1.234635448,1.349646363,0
TNFAIP8L3,-1.6221111,0,1.383497828,-1.319776397,-2.59413173,-3.751933208,0,1.383497828,-1.29694631,-1.265097952,-2.59413173,-1.319776397,-1.427148539
